"","SRR7624381","SRR7624384","SRR7624386"
"chr12:113187355-113188608",749.713333333333,770.846666666667,1156.08
"chr12:114123242-114125036",431.053333333333,413.5,652.506666666667
"chr12:115607033-115607885",435.96,321.553333333333,466.686666666667
"chr12:115607475-115608867",578.966666666667,495.286666666667,767.506666666667
"chr12:115612614-115613763",494.866666666667,503.633333333333,762.36
"chr12:116047614-116048942",2214.88666666667,1837.72666666667,1743.36333333333
"chr12:116077286-116078287",709,575.76,616.58
"chr12:116262281-116263432",747.573333333333,792.82,665.293333333333
"chr12:116280261-116282380",3414.56,3429.83333333333,3471.57333333333
"chr12:116404163-116405217",1062.37333333333,1276.01333333333,1498.14666666667
"chr12:116405320-116406250",2058.00666666667,1990.53333333333,2052.78666666667
"chr12:116485411-116486686",859.1,949.893333333333,1058.92666666667
"chr12:117153475-117154688",698.766666666667,541.046666666667,870.593333333333
"chr12:117159523-117160689",380.106666666667,257.73,490.913333333333
"chr12:117533322-117534953",1094.73333333333,1383.80666666667,1849.48666666667
"chr12:117582496-117583279",282.62,295.283333333333,400.866666666667
"chr12:117684365-117685054",271.726666666667,377.156666666667,411.946666666667
"chr12:117688518-117689642",349.193333333333,805.173333333333,973.52
"chr12:117750791-117751530",223.986666666667,357.766666666667,292.083333333333
"chr12:117751862-117752565",248.26,342.933333333333,356.386666666667
"chr12:117788326-117789409",412.733333333333,332.226666666667,472.706666666667
"chr12:117843128-117844685",1515.35333333333,1734.95333333333,2450.89666666667
"chr12:117915020-117916352",264.676666666667,404.03,355.56
"chr12:118198126-118199363",1017.56666666667,768.433333333333,836.726666666667
"chr12:118300447-118301454",1325.78,1165.26,1171.52
"chr12:118301527-118302148",1202.91333333333,1182.43333333333,1122.66
"chr12:118302256-118302895",706.506666666667,605.16,670.146666666667
"chr12:118346544-118347548",558.973333333333,489.993333333333,516.826666666667
"chr12:118529494-118531095",582.616666666667,339.233333333333,517.57
"chr12:118836245-118837608",1278.51333333333,1210.41333333333,1132.55333333333
"chr12:118842825-118843445",509.366666666667,496.006666666667,472.303333333333
"chr12:118846604-118847493",1295.56666666667,974.826666666667,1018.15333333333
"chr12:118848054-118849870",1468.45333333333,1199.72,1558.96666666667
"chr12:118854486-118855417",801.313333333333,652.496666666667,795.106666666667
"chr12:119237528-119239104",871.913333333333,599.38,926.033333333333
"chr12:119774856-119775401",284.993333333333,349.713333333333,253.093333333333
"chr12:119945590-119946717",529.093333333333,364.166666666667,499.756666666667
"chr13:3358103-3358879",448.966666666667,417.38,587.6
"chr13:3359449-3361587",1302.13333333333,1115.9,1639.00666666667
"chr13:3372885-3373734",787.673333333333,1231.92666666667,1488.26666666667
"chr13:3374003-3374286",386.886666666667,435.313333333333,486.003333333333
"chr13:3478033-3479171",569.573333333333,586.703333333333,912.613333333333
"chr13:3531492-3533044",479.086666666667,466.58,680.163333333333
"chr13:3538038-3539775",3644.18666666667,3689.88666666667,3687.69333333333
"chr13:3609797-3611293",1790.51333333333,1484.19333333333,2134.68666666667
"chr13:3633761-3634760",841.893333333333,703.646666666667,771.686666666667
"chr13:3855982-3856979",203.913333333333,416.446666666667,213.786666666667
"chr13:3892085-3893867",1540.53333333333,1569.80666666667,1431.73333333333
"chr13:3909892-3911193",423.846666666667,331.233333333333,483.226666666667
"chr13:3917175-3918478",2445.34666666667,2246.30666666667,2176.38
"chr13:4608411-4609604",792.346666666667,611.053333333333,552.126666666667
"chr13:4800266-4800988",374.073333333333,369.773333333333,411.66
"chr13:5696503-5697401",358.086666666667,350.746666666667,369.22
"chr13:5860646-5861237",1091.59333333333,1021.1,778.92
"chr13:5861449-5863636",4403.19333333333,3239.77333333333,2698.94666666667
"chr13:6547621-6549320",2157.66666666667,1831.04,1949.50666666667
"chr13:6625591-6626285",236.973333333333,387.013333333333,269.733333333333
"chr13:6631595-6632436",395.1,535.48,360.576666666667
"chr13:6635886-6636779",555.553333333333,469.603333333333,293.833333333333
"chr13:6636334-6636749",392.046666666667,321.716666666667,241.09
"chr13:6646745-6649289",4116.39333333333,4627.94,3367.51333333333
"chr13:6674471-6675459",510.223333333333,583.333333333333,567.206666666667
"chr13:8202545-8203656",410.046666666667,309.293333333333,359.153333333333
"chr13:8808113-8808751",352.506666666667,381.626666666667,361.433333333333
"chr13:8869944-8871914",3095.81333333333,2919.55333333333,3085.94666666667
"chr13:8885238-8887112",2996.88,2967.90666666667,2934.50666666667
"chr13:8961829-8963053",211.646666666667,202.3,517.513333333333
"chr13:8994655-8996744",4236.64666666667,3893.67333333333,4216.12
"chr13:9011595-9012004",429.616666666667,465.54,389.7
"chr13:9093177-9093577",514.5,397.946666666667,376.3
"chr13:9093806-9095304",3149.08,3626.38666666667,3754.94
"chr13:9155572-9156923",309.376666666667,591.213333333333,338.033333333333
"chr13:9276342-9278140",2136.38666666667,2182.99333333333,2767.1
"chr13:9308199-9309376",382.353333333333,372.513333333333,389.253333333333
"chr13:9387325-9388090",460.726666666667,378.62,381.8
"chr13:9494461-9495204",402.506666666667,332.58,399.386666666667
"chr13:9547359-9548542",357.493333333333,281.6,436.366666666667
"chr13:9763322-9765504",2205.40666666667,2180.34666666667,3163.58
"chr13:9764392-9765361",939.963333333333,1108.10666666667,1637.03
"chr13:10359602-10361205",839.22,493.07,591.82
"chr13:11933648-11934423",348.436666666667,344.773333333333,280.886666666667
"chr13:11934650-11935454",388.526666666667,326.68,303.34
"chr13:12071700-12073366",349.606666666667,593.573333333333,408.073333333333
"chr13:12105451-12107287",2034.12,2472.66666666667,2170.28
"chr13:12175752-12176957",839.323333333333,728.133333333333,585.753333333333
"chr13:12256871-12258265",2355.97333333333,2398.13333333333,2171.1
"chr13:12296162-12296935",422.353333333333,305.146666666667,327.353333333333
"chr13:12340105-12340942",455.053333333333,357.156666666667,541.573333333333
"chr13:12395196-12396624",3039.56666666667,2867.55333333333,2701.71333333333
"chr13:12460634-12462189",2130.11333333333,1735.48,1716.34333333333
"chr13:12477892-12478680",423.046666666667,267.68,314.953333333333
"chr13:12519378-12520664",881.986666666667,568.176666666667,610.533333333333
"chr13:12565367-12566691",1700.62,1732.24,1576.06
"chr13:12650127-12651148",548.53,485.986666666667,487.306666666667
"chr13:12829130-12829696",426.11,336.693333333333,437.013333333333
"chr13:12858040-12859248",690.723333333333,579.506666666667,688.28
"chr13:12863579-12864684",651.666666666667,686.093333333333,876.966666666667
"chr13:12925632-12927219",843.26,732.68,973.756666666667
"chr13:13347566-13348449",450.04,286.94,326.673333333333
"chr13:13392917-13394373",872.44,675.226666666667,621.78
"chr13:13393793-13394350",426.85,329.843333333333,347.33
"chr13:13437442-13438039",460.146666666667,378.88,310.306666666667
"chr13:13438113-13438982",454.303333333333,422.16,288.94
"chr13:13590227-13591279",1930.32666666667,1744.62666666667,1560.37333333333
"chr13:13721110-13721938",459.35,483.71,387.186666666667
"chr13:13783762-13785199",1150.4,1178.94666666667,1368.44333333333
"chr13:13860525-13861173",1528.4,1077.94666666667,796.72
"chr13:13889444-13890123",351.68,343.126666666667,326.026666666667
"chr13:13902347-13903637",515.886666666667,474.626666666667,474.34
"chr13:13953658-13955683",3411.88,3496.8,3486.03333333333
"chr13:13964371-13966060",516.546666666667,684.453333333333,603.84
"chr13:14038766-14040401",2701.71333333333,2057.56666666667,1861.96666666667
"chr13:14062366-14063429",2117.54666666667,1996.6,1986.93333333333
"chr13:14063703-14065226",3274.04,3438.25333333333,4034.72
"chr13:14521847-14523222",771.13,669.3,1117.92666666667
"chr13:14611997-14614092",4910.56666666667,4125.26666666667,4113.46333333333
"chr13:14629796-14631505",1382.08666666667,1450.02,1840.11333333333
"chr13:15462602-15465001",2914.46666666667,2652.23,3632.38
"chr13:15758901-15759910",535.636666666667,375.946666666667,445.46
"chr13:16011656-16012800",719.453333333333,504.406666666667,665.766666666667
"chr13:16017250-16018144",350.573333333333,250.306666666667,457.673333333333
"chr13:16100091-16100991",351.743333333333,306.8,415.58
"chr13:17694276-17694868",1113.86666666667,1025.24,714.233333333333
"chr13:17695075-17696594",3517.52666666667,3389.15333333333,3490.49333333333
"chr13:17802958-17805390",4092.56,4856.10666666667,5593.63333333333
"chr13:17805469-17805983",861.226666666667,835.993333333333,718.45
"chr13:17855268-17856195",387.673333333333,263.923333333333,337.773333333333
"chr13:17943195-17945155",3789.38,3903.5,4033.70666666667
"chr13:17949627-17950530",408.473333333333,331.78,365.153333333333
"chr13:17992155-17993629",2604.83333333333,2382.77333333333,2332.68666666667
"chr13:18575905-18577166",343.78,488.846666666667,375.74
"chr13:18614657-18615591",500.653333333333,384.64,393.82
"chr13:18717177-18718243",1766.94666666667,1381.93333333333,1066.73333333333
"chr13:18841661-18843238",842.706666666667,1045.02666666667,292.813333333333
"chr13:18948036-18949299",2162.84,2174.28,1954.87333333333
"chr13:19137302-19138032",462.393333333333,406.146666666667,330.056666666667
"chr13:19138191-19138989",333.27,356.886666666667,322.613333333333
"chr13:19265033-19266106",712.683333333333,618.943333333333,559.883333333333
"chr13:19385478-19386223",278.403333333333,422.753333333333,243.426666666667
"chr13:19394799-19396494",2353.00666666667,2431.80666666667,1921.72666666667
"chr13:19437982-19438962",446.993333333333,371.32,402.786666666667
"chr13:19526293-19526898",249.673333333333,331.993333333333,320.186666666667
"chr13:19527465-19528542",538.186666666667,756.18,549.446666666667
"chr13:19569300-19570343",238.606666666667,386.046666666667,404.666666666667
"chr13:19618880-19619937",1507.16666666667,1876.30666666667,1892.01333333333
"chr13:19622878-19624112",1068.48666666667,1355.68,1309.90666666667
"chr13:20016014-20017484",1116.58,639.11,804.206666666667
"chr13:20090079-20091830",2815,2370.96,2938.76
"chr13:20184741-20185873",408.906666666667,557.306666666667,724.866666666667
"chr13:20471933-20473172",371.953333333333,244.186666666667,310.306666666667
"chr13:20936305-20937648",912.753333333333,1341.15333333333,474.156666666667
"chr13:20938922-20939536",345.013333333333,469.466666666667,329.596666666667
"chr13:20984823-20985577",385.44,308.07,260.186666666667
"chr13:21159200-21160763",1253.02,989.3,1392.77333333333
"chr13:21160855-21161738",1548.11333333333,1363.00666666667,1287.40666666667
"chr13:21166971-21167588",874.54,869.513333333333,835.266666666667
"chr13:21167662-21168037",625.646666666667,493.426666666667,438.223333333333
"chr13:21168251-21169673",2263.53333333333,1858.08666666667,1851.44666666667
"chr13:21169754-21170069",892.186666666667,726.086666666667,627.92
"chr13:21171729-21172188",466.473333333333,548.38,690.633333333333
"chr13:21172518-21172782",420.2,307.646666666667,361.093333333333
"chr13:21172987-21173490",650.013333333333,563.38,516.193333333333
"chr13:21179517-21182031",5270.64666666667,5947.27333333333,6723.69333333333
"chr13:21181753-21182014",383.046666666667,388.3,504.366666666667
"chr13:21199468-21200915",1919.32333333333,1638.4,1782.30666666667
"chr13:21215172-21216394",543.496666666667,735.84,894.52
"chr13:21221668-21223583",1130.33333333333,1347.47333333333,1847.88
"chr13:21222720-21223672",537.493333333333,500.8,678.94
"chr13:21233246-21234854",1359.14666666667,1780.43333333333,1884.91333333333
"chr13:21242644-21243787",448.783333333333,497.626666666667,728.066666666667
"chr13:21253055-21254203",1017.44,1047.20666666667,1189.27333333333
"chr13:21258837-21259749",890.226666666667,861.066666666667,943.326666666667
"chr13:21259845-21260397",490.54,464.06,441.473333333333
"chr13:21263757-21264613",1080.74666666667,1096.06666666667,1275.89333333333
"chr13:21267790-21268450",400.4,665.413333333333,614.24
"chr13:21274902-21276927",2472.66666666667,2117.36666666667,2517.46666666667
"chr13:21276002-21277025",1285.94666666667,1172.99333333333,1250.71333333333
"chr13:21279113-21279668",734.5,732.28,577.053333333333
"chr13:21321854-21322704",651.866666666667,650.146666666667,580.34
"chr13:21326381-21327896",1547.74,1398.97333333333,1361.73333333333
"chr13:21362478-21364167",2138.25333333333,1666.00666666667,1406.42666666667
"chr13:21401372-21402958",2298.26666666667,1965.68666666667,1743.53333333333
"chr13:21407515-21409045",892.333333333333,774.86,820.966666666667
"chr13:21440168-21441572",1202.46666666667,1128.38666666667,1031.80666666667
"chr13:21452615-21453921",2288.78666666667,1937.64,1752.7
"chr13:21467854-21468953",1036.10666666667,857.44,936.383333333333
"chr13:21478695-21479789",889.213333333333,745.7,801.413333333333
"chr13:21505899-21506961",1019.51,858.416666666667,754.426666666667
"chr13:21530073-21531339",2211.02666666667,1937.76666666667,1818.31333333333
"chr13:21709941-21711574",2507.92,1812.93333333333,2008.66666666667
"chr13:21711063-21711614",677.633333333333,556.333333333333,585.43
"chr13:21715164-21715938",392.54,769.093333333333,758.05
"chr13:21716054-21716584",487.94,528.65,361.266666666667
"chr13:21716687-21717502",595.46,1035.65333333333,784.933333333333
"chr13:21717954-21718702",657.8,923.413333333333,756.253333333333
"chr13:21721103-21721529",303.256666666667,497.9,486.616666666667
"chr13:21734296-21735113",412.593333333333,584.153333333333,582.646666666667
"chr13:21735219-21736231",857.046666666667,1116.16,882.986666666667
"chr13:21749112-21750613",1359.27333333333,1593.89333333333,1313.71333333333
"chr13:21750675-21750978",317.26,380.706666666667,380.613333333333
"chr13:21752909-21753832",608.073333333333,876.2,688.026666666667
"chr13:21754508-21755475",604.466666666667,810.373333333333,814.853333333333
"chr13:21778453-21780609",1738.56,2556.85333333333,2703.85333333333
"chr13:21782688-21783021",361.31,478.873333333333,423.556666666667
"chr13:21786253-21786901",369.613333333333,589.52,575.606666666667
"chr13:21787838-21788476",354.48,641.653333333333,444.04
"chr13:21830061-21831017",281.12,442.68,401.353333333333
"chr13:21855344-21856411",1001.96666666667,1206.5,1611.50666666667
"chr13:21865787-21867455",1050.15333333333,595.806666666667,234.993333333333
"chr13:21882080-21883499",1446.01333333333,1598.52666666667,2200.36666666667
"chr13:21882944-21883610",626.546666666667,638.533333333333,680.6
"chr13:21897052-21898404",1008.28666666667,1235.29333333333,947.893333333333
"chr13:21907175-21907937",585.526666666667,673.42,903.626666666667
"chr13:21910766-21911305",470.44,560.7,652.92
"chr13:21913984-21914793",837.366666666667,897.173333333333,945.18
"chr13:21917315-21918400",735.226666666667,979.363333333333,1295.56666666667
"chr13:21917988-21919221",1157.53,1171.03,1664.54
"chr13:21918634-21919196",772.08,779.246666666667,992.026666666667
"chr13:21919469-21920157",464.34,680.536666666667,626.326666666667
"chr13:21924995-21926035",940.4,1022.7,1082.98666666667
"chr13:21928021-21928734",366.853333333333,492.06,622.26
"chr13:21931273-21931743",258.673333333333,363.826666666667,409.846666666667
"chr13:21934037-21934579",485.733333333333,539.293333333333,620.32
"chr13:21935640-21936185",352.386666666667,426.873333333333,449.266666666667
"chr13:21937238-21937678",462.846666666667,414.686666666667,491.58
"chr13:21940427-21941397",1472.28,1257.88666666667,1301.33333333333
"chr13:21940995-21941391",639.526666666667,528.26,502.973333333333
"chr13:21944637-21946039",2312.3,2304.76666666667,2247.28
"chr13:21974210-21975076",1305.15333333333,1697.99333333333,1924.71333333333
"chr13:21980967-21982167",983.213333333333,1037.53333333333,1203.12
"chr13:21994348-21994724",283.54,345.786666666667,380.393333333333
"chr13:21995105-21996495",818.066666666667,989.48,1102.61333333333
"chr13:21996679-21997754",621.646666666667,728.246666666667,1027.86
"chr13:22005709-22007556",1901.8,1928.84666666667,2163.01666666667
"chr13:22014080-22015742",559.513333333333,560.13,528.653333333333
"chr13:22015127-22015747",366.266666666667,406.006666666667,353.686666666667
"chr13:22019986-22021103",1063.56,1148.46,1296.79333333333
"chr13:22021262-22022371",1483.88,1689.98,1879.92666666667
"chr13:22026099-22026996",1025.76,1212.50666666667,1135.58
"chr13:22026590-22026981",596.043333333333,629.213333333333,544.766666666667
"chr13:22028790-22029421",795.626666666667,892.953333333333,834.206666666667
"chr13:22034223-22035295",800.393333333333,1337.22,1346.62666666667
"chr13:22036207-22036925",447.433333333333,760.806666666667,594.17
"chr13:22039982-22041344",1349.26666666667,1350.2,799.36
"chr13:22041643-22042636",470.713333333333,957.81,966.353333333333
"chr13:22042268-22042554",333.496666666667,574.493333333333,535.766666666667
"chr13:22043591-22044194",385.113333333333,505.046666666667,411.78
"chr13:22050086-22051798",1074.48666666667,1141.54,1158.41333333333
"chr13:22168064-22168750",336.62,285.203333333333,452.386666666667
"chr13:22583102-22584110",614.65,428.97,434.48
"chr13:22836580-22837409",439.896666666667,198.066666666667,202.426666666667
"chr13:23176026-23176585",233.306666666667,364.846666666667,344.896666666667
"chr13:23269711-23271192",564.513333333333,731.54,874.123333333333
"chr13:23285523-23287240",1091.24666666667,1184.51666666667,1727.26
"chr13:23298257-23298763",397.753333333333,410.226666666667,525.186666666667
"chr13:23298822-23300154",1592.93333333333,1700.88,1861.70666666667
"chr13:23306703-23307632",860.44,947.073333333333,1142.61333333333
"chr13:23309131-23310275",954.106666666667,1174.96,1567.52666666667
"chr13:23312887-23313851",730.706666666667,589.74,644.733333333333
"chr13:23317528-23318401",590.84,618.426666666667,571.836666666667
"chr13:23344848-23346097",360.503333333333,345.716666666667,452.95
"chr13:23368138-23369852",2583.29,2516.68666666667,2283.12666666667
"chr13:23395591-23396946",884.72,1041.24666666667,1488.99333333333
"chr13:23400876-23402761",2469.18666666667,3378.27333333333,4927.78
"chr13:23411334-23412969",1827.64,3177.52,4634.48
"chr13:23422822-23424566",3127.38666666667,2931.85333333333,3005.68
"chr13:23430028-23431318",1901.00666666667,1881.62666666667,1896.74
"chr13:23435690-23436033",490.666666666667,442.083333333333,430.303333333333
"chr13:23435873-23436082",371.223333333333,309.09,333.42
"chr13:23437107-23438079",1699.32,1595.06,1596.73333333333
"chr13:23438203-23438692",935.48,756.1,831.82
"chr13:23445063-23446824",3023.64666666667,2781.82,2770.18
"chr13:23446233-23446777",1197.85,1042.72666666667,1014.97333333333
"chr13:23449506-23450622",1592.51333333333,1488.66,1684.95333333333
"chr13:23453502-23454222",1220.96666666667,1228.96,1083.87666666667
"chr13:23463771-23466054",932.286666666667,923.186666666667,1368.44333333333
"chr13:23465195-23466053",406.843333333333,417.593333333333,510.48
"chr13:23497671-23498121",407.906666666667,481.803333333333,622.26
"chr13:23498340-23499071",591.066666666667,534.12,577.526666666667
"chr13:23501089-23502219",795.263333333333,801.633333333333,837.08
"chr13:23505381-23506412",942.433333333333,797.01,707.47
"chr13:23507386-23507853",335.363333333333,376.146666666667,423.626666666667
"chr13:23516680-23517162",475.046666666667,403.36,455.613333333333
"chr13:23517274-23518157",1121.91666666667,908.946666666667,1055.7
"chr13:23517784-23518140",580.906666666667,496.233333333333,530.4
"chr13:23518207-23519003",892.886666666667,923.946666666667,1109.46
"chr13:23519126-23519570",595.133333333333,600.993333333333,690.26
"chr13:23525867-23526897",868.3,942.133333333333,1049.57333333333
"chr13:23526592-23526903",349.086666666667,333.34,358.213333333333
"chr13:23530438-23531329",1125.14666666667,1155.18,1093.69333333333
"chr13:23531409-23531754",568.39,595.65,444.406666666667
"chr13:23531856-23532121",313.246666666667,405.633333333333,385.34
"chr13:23534170-23535130",785.106666666667,1474.6,1601.52333333333
"chr13:23535393-23536928",1201.82666666667,1883.76,2010.82
"chr13:23542521-23543538",423.493333333333,798.033333333333,760.106666666667
"chr13:23543163-23543471",285.87,398,343.36
"chr13:23543660-23545034",822.98,1203.39333333333,1091.80666666667
"chr13:23544839-23545077",305.053333333333,356.413333333333,348.373333333333
"chr13:23550758-23551736",801.393333333333,1054.61333333333,802.473333333333
"chr13:23551883-23552189",257.106666666667,404.646666666667,338.636666666667
"chr13:23554672-23556133",1254.74666666667,1959.31333333333,1571.74
"chr13:23556252-23556751",342.486666666667,450.213333333333,440.893333333333
"chr13:23561766-23562613",531.846666666667,638.206666666667,430.4
"chr13:23562517-23563414",551.326666666667,822.433333333333,670.966666666667
"chr13:23570158-23570786",368.88,595.36,553.906666666667
"chr13:23570989-23571388",386.366666666667,415.906666666667,314.233333333333
"chr13:23571783-23572241",468.56,537.92,464.213333333333
"chr13:23573371-23573888",474.293333333333,676,678.52
"chr13:23574842-23575378",406.786666666667,609.786666666667,508.44
"chr13:23576048-23577068",725.483333333333,1302.94666666667,1158.68
"chr13:23581543-23582699",1330.85333333333,1417.45333333333,993.946666666667
"chr13:23584640-23585659",637.06,929.94,795.426666666667
"chr13:23586150-23586532",348.333333333333,395.943333333333,338.68
"chr13:23586653-23587117",332.606666666667,421.853333333333,422.473333333333
"chr13:23620363-23622851",1453.00666666667,2197.86,2526.99333333333
"chr13:23637566-23639028",335.9,285.573333333333,404.266666666667
"chr13:23682592-23683682",453.986666666667,892.706666666667,807.76
"chr13:23684518-23685814",813.86,1043.40666666667,793.14
"chr13:23697351-23698457",599.62,789.913333333333,554.74
"chr13:23738835-23739674",889.74,893.62,745.73
"chr13:23739744-23740863",1566.37333333333,1267.58,1307.42666666667
"chr13:23744644-23745244",784.426666666667,742.646666666667,615.76
"chr13:23745736-23746634",658.493333333333,1139.38,905.88
"chr13:23746321-23746605",395.046666666667,617.24,452.726666666667
"chr13:23751470-23752183",464.633333333333,646.3,582.15
"chr13:23752657-23753342",357.333333333333,629.366666666667,529.546666666667
"chr13:23756991-23757780",438.63,622.24,412.273333333333
"chr13:23760338-23761137",662.313333333333,886.513333333333,725.533333333333
"chr13:23761636-23762101",481.533333333333,621.933333333333,476.153333333333
"chr13:23763117-23763548",305.886666666667,469.523333333333,452.433333333333
"chr13:23763643-23765026",989.846666666667,1674.37333333333,1223.12
"chr13:23764752-23765242",280.846666666667,414.12,395.89
"chr13:24027909-24028531",311.213333333333,360.633333333333,389.516666666667
"chr13:24279794-24281657",2246.88666666667,2070.96666666667,2645.04333333333
"chr13:24638262-24639494",1088.56,863.206666666667,923.053333333333
"chr13:24760354-24762614",3112.35333333333,3491.9,3617.56666666667
"chr13:24800143-24800766",835.266666666667,652.1,667.666666666667
"chr13:24801119-24802849",4110.43333333333,4741.02,4511.8
"chr13:24803135-24803355",394.56,350.116666666667,299.593333333333
"chr13:24830751-24832982",3982.56666666667,3852.96666666667,3462.48
"chr13:24837397-24837887",266.18,390.266666666667,242.553333333333
"chr13:24844790-24845624",516.493333333333,603.306666666667,536.706666666667
"chr13:24936911-24938157",1662.86,1576.98666666667,1662.86
"chr13:24964851-24966160",310.316666666667,251.053333333333,410.133333333333
"chr13:25019447-25020613",884.693333333333,1013.15333333333,923.186666666667
"chr13:25055088-25056622",1333.54,853.68,1021.59333333333
"chr13:25269534-25270465",382.87,293.056666666667,432.13
"chr13:28757390-28758813",406.933333333333,629.956666666667,670.923333333333
"chr13:28779637-28780619",252.946666666667,421.533333333333,367.506666666667
"chr13:28780736-28781426",239.893333333333,398.506666666667,389.543333333333
"chr13:28781379-28782260",230.773333333333,371.48,383
"chr13:28811165-28812413",286.266666666667,432.12,491.653333333333
"chr13:28883676-28885881",548.06,1893,2651.55333333333
"chr13:28884974-28885777",428.04,1019.00666666667,1183.87
"chr13:28950429-28953625",1837.89333333333,3253.68666666667,7451.81333333333
"chr13:28957996-28960008",1316.95333333333,1378.72,2333.18333333333
"chr13:29015828-29016977",549.68,438.666666666667,525.506666666667
"chr13:29072619-29073466",351.35,428.69,446.613333333333
"chr13:29209958-29211209",483.063333333333,383.22,491.99
"chr13:29255572-29256259",364.86,390.5,375.956666666667
"chr13:29278018-29278995",382.153333333333,317.133333333333,246.67
"chr13:29854429-29855827",2398.13333333333,2086.22,1928.94666666667
"chr13:29886756-29888174",385.086666666667,354.093333333333,461.296666666667
"chr13:29950571-29951364",279.673333333333,425.693333333333,277.7
"chr13:29971839-29972551",208.066666666667,371.433333333333,302.33
"chr13:29983434-29985991",5522.73333333333,6424.82,7173.32
"chr13:30080103-30081318",480.846666666667,308.64,377.333333333333
"chr13:30136076-30137088",874.466666666667,698.546666666667,894.32
"chr13:30336181-30337208",570.78,415.353333333333,560.06
"chr13:30544096-30545747",3227.70666666667,2434.88333333333,2444.77333333333
"chr13:30659488-30660778",1234.03333333333,973.92,1037.34666666667
"chr13:30748831-30749990",475.08,287.426666666667,434.48
"chr13:30947014-30947932",521.086666666667,430.8,587.526666666667
"chr13:30973205-30974657",1859.04666666667,1707.12,1752.78666666667
"chr13:30985247-30986245",540.606666666667,327.48,359.633333333333
"chr13:30991573-30992196",428.166666666667,255.266666666667,323.906666666667
"chr13:31557797-31560078",2712.21333333333,1677.52666666667,1948.84
"chr13:31619988-31620708",656.48,319.96,439.223333333333
"chr13:31625183-31626572",1262.55333333333,804.78,873.673333333333
"chr13:31626152-31626883",643.426666666667,337.486666666667,457.913333333333
"chr13:31670456-31671334",405.57,463.136666666667,264.45
"chr13:31679857-31681782",1747.85333333333,1783.53333333333,1212.42666666667
"chr13:31800828-31801848",563.036666666667,314.48,460.336666666667
"chr13:31806198-31807070",733.426666666667,443.006666666667,547.213333333333
"chr13:31807161-31807741",536.053333333333,320.026666666667,348.526666666667
"chr13:31807796-31808594",540.366666666667,413.24,405.826666666667
"chr13:31810960-31811956",553.16,418.76,630.213333333333
"chr13:32337953-32339254",1048.92,992.106666666667,1162.64
"chr13:32348993-32350351",387.643333333333,288.013333333333,432.6
"chr13:32802012-32803430",2200.68666666667,2201.03333333333,2067.54666666667
"chr13:32850549-32851290",429.48,209.906666666667,219.086666666667
"chr13:33027422-33028567",368.28,430.273333333333,255.053333333333
"chr13:33091710-33092926",487.13,277.466666666667,214.44
"chr13:33734080-33736065",632.646666666667,506.406666666667,586.973333333333
"chr13:33735871-33736904",319.813333333333,343.646666666667,372.85
"chr13:33762337-33763124",392.27,294.406666666667,292.21
"chr13:33903619-33904187",396.366666666667,213.066666666667,199.58
"chr13:33904243-33905892",1039.15333333333,457.24,301.596666666667
"chr13:33905308-33905754",419.633333333333,282,254.266666666667
"chr13:33921177-33922275",1022.45333333333,1001.8,653.086666666667
"chr13:33935022-33936355",1532.84,1493.92666666667,1396.82666666667
"chr13:33964267-33966138",1225.8,1559.45333333333,1308.82666666667
"chr13:34001868-34003354",3179.85333333333,3055.12,2513.18
"chr13:34037267-34038727",1713.53333333333,1801.3,1555.25333333333
"chr13:34060344-34061479",320.98,436.37,236.973333333333
"chr13:34076732-34078627",1541.23333333333,1743.18,1158.32666666667
"chr13:34128788-34131093",3036.13333333333,2620.30666666667,1951.42666666667
"chr13:34130532-34131050",787.28,669.266666666667,584.366666666667
"chr13:34148494-34149735",738.08,737.42,652.333333333333
"chr13:34156332-34157270",366.48,467.293333333333,528.03
"chr13:34162536-34163839",1328.82666666667,1557.01333333333,1257.4
"chr13:34173895-34175551",455.64,450.9,569.1
"chr13:34287215-34288292",432.006666666667,286.473333333333,337.433333333333
"chr13:34343812-34345883",2290.72,2298.56666666667,2741.10666666667
"chr13:34651483-34653416",1665.90666666667,1296.75666666667,2474.95333333333
"chr13:34873919-34874454",722.786666666667,571.846666666667,492.906666666667
"chr13:34874535-34874850",439.71,352.04,352.14
"chr13:34874945-34876883",3241.64,3317.20666666667,3811.86666666667
"chr13:34963428-34964947",533.966666666667,688.633333333333,677.43
"chr13:34993218-34994873",1491.61333333333,1219.16,1090.73333333333
"chr13:35738473-35739686",1188.28,2547.23333333333,2811.73
"chr13:35739860-35741622",1755.20333333333,3196.68666666667,3377.16
"chr13:35741309-35742375",1577.94666666667,2335.56,2297.99333333333
"chr13:35756726-35757500",220.04,427.953333333333,329.596666666667
"chr13:35760958-35762237",231.466666666667,531.553333333333,334.27
"chr13:35806220-35807144",208.963333333333,351.27,298.76
"chr13:35839452-35840214",244.013333333333,354.8,296.706666666667
"chr13:35852525-35853179",359.826666666667,446.666666666667,364.8
"chr13:35853472-35854845",706.456666666667,1492.36666666667,839.506666666667
"chr13:35905181-35906530",1819.8,1676.57333333333,1513.44
"chr13:35967822-35969801",2279.96,1311.08666666667,1951.96
"chr13:36116711-36118725",4166.59333333333,3509.39333333333,3160.49333333333
"chr13:36263360-36264443",420.1,224.52,216.64
"chr13:36578511-36579391",819.726666666667,894.52,874.933333333333
