"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"hsa-miR-5701 ",0,2,0,1,0,0
"hsa-miR-5706 ",0,0,1,0,0,0
"hsa-miR-573 ",0,1,1,0,0,0
"hsa-miR-574-3p ",4843,4893,6144,3960,4340,3469
"hsa-miR-574-5p ",830,1166,825,2054,789,1521
"hsa-miR-576-3p ",107,150,100,551,142,288
"hsa-miR-576-5p ",40,22,39,28,68,43
"hsa-miR-578 ",0,0,0,0,1,6
"hsa-miR-579-3p ",5,5,4,1,6,6
"hsa-miR-579-5p ",2,13,4,30,1,29
"hsa-miR-580-3p ",1,9,2,12,8,4
"hsa-miR-580-5p ",0,0,1,0,0,1
"hsa-miR-582-3p ",144,200,148,305,230,357
"hsa-miR-582-5p ",73,82,109,56,94,80
"hsa-miR-583 ",0,2,0,0,0,0
"hsa-miR-584-3p ",2,0,0,0,1,1
"hsa-miR-584-5p ",74,93,79,60,59,132
"hsa-miR-585-5p ",0,0,2,0,0,0
"hsa-miR-586 ",0,0,1,0,2,0
"hsa-miR-588 ",0,0,0,0,1,0
"hsa-miR-589-3p ",4,0,1,7,1,2
"hsa-miR-589-5p ",185,258,179,740,148,374
"hsa-miR-590-3p ",65,43,135,0,105,35
"hsa-miR-590-5p ",4,2,3,1,5,3
"hsa-miR-592 ",0,1,0,0,4,1
"hsa-miR-597-3p ",1,5,0,0,0,2
"hsa-miR-597-5p ",0,1,0,0,0,1
"hsa-miR-598-3p ",140,137,159,53,45,88
"hsa-miR-598-5p ",4,1,0,5,0,3
"hsa-miR-605-3p ",5,2,2,0,3,0
"hsa-miR-605-5p ",0,0,3,1,1,1
"hsa-miR-610 ",0,1,1,1,0,1
"hsa-miR-612 ",1,0,0,6,1,3
"hsa-miR-615-3p ",2530,2828,1939,4399,1678,5684
"hsa-miR-615-5p ",3,0,1,22,1,4
"hsa-miR-616-3p ",1,0,0,1,0,1
"hsa-miR-616-5p ",4,2,12,4,12,12
"hsa-miR-618 ",19,19,14,0,7,17
"hsa-miR-619-5p ",1,2,3,1,2,5
"hsa-miR-624-3p ",1,1,0,0,1,1
"hsa-miR-624-5p ",21,12,27,0,26,27
"hsa-miR-625-3p ",65,58,74,29,120,115
"hsa-miR-625-5p ",23,25,12,16,18,36
"hsa-miR-627-3p ",2,1,8,0,10,1
"hsa-miR-627-5p ",1,3,1,30,2,5
"hsa-miR-628-3p ",3,2,2,0,4,3
"hsa-miR-628-5p ",159,127,166,18,140,120
"hsa-miR-629-3p ",5,5,3,4,6,3
"hsa-miR-629-5p ",85,94,58,431,26,104
"hsa-miR-636 ",1,0,2,1,0,1
"hsa-miR-641 ",37,21,34,20,35,38
"hsa-miR-642a-3p ",0,3,2,5,6,5
"hsa-miR-642a-5p ",9,5,7,15,44,14
"hsa-miR-642b-3p ",2,0,0,4,2,4
"hsa-miR-642b-5p ",0,3,2,5,6,5
"hsa-miR-643 ",1,0,1,0,0,1
"hsa-miR-6500-3p ",23,20,19,28,32,47
"hsa-miR-6500-5p ",0,0,0,0,0,1
"hsa-miR-6501-5p ",3,4,1,2,1,4
"hsa-miR-6505-3p ",0,0,0,0,0,2
"hsa-miR-6505-5p ",1,2,0,0,0,0
"hsa-miR-6509-5p ",0,0,0,0,0,2
"hsa-miR-651-5p ",73,70,69,17,156,142
"hsa-miR-6511a-3p ",6,3,10,35,2,13
"hsa-miR-6511b-3p ",18,30,20,45,11,30
"hsa-miR-6511b-5p ",6,2,1,7,2,5
"hsa-miR-6512-5p ",0,0,0,0,2,0
"hsa-miR-6513-3p ",2,3,2,0,2,0
"hsa-miR-6513-5p ",3,3,2,1,1,3
"hsa-miR-6514-3p ",0,0,0,0,0,1
"hsa-miR-6514-5p ",3,2,1,4,1,0
"hsa-miR-6515-3p ",0,0,1,0,0,0
"hsa-miR-6515-5p ",3,7,0,18,1,11
"hsa-miR-6516-3p ",0,0,2,0,0,1
"hsa-miR-6516-5p ",3,9,7,4,5,11
"hsa-miR-652-3p ",32,62,38,133,41,140
"hsa-miR-652-5p ",1,3,1,0,1,6
"hsa-miR-6529-5p ",1,0,0,0,0,0
"hsa-miR-654-3p ",3200,3599,3801,480,2622,1798
"hsa-miR-654-5p ",381,507,377,329,224,366
"hsa-miR-655-3p ",593,603,739,61,541,264
"hsa-miR-655-5p ",6,3,2,2,3,1
"hsa-miR-656-3p ",569,525,951,36,981,240
"hsa-miR-656-5p ",3,10,5,19,9,6
"hsa-miR-659-3p ",0,0,0,3,0,2
"hsa-miR-659-5p ",21,31,17,159,22,54
"hsa-miR-660-3p ",10,18,13,11,8,13
"hsa-miR-660-5p ",162,200,205,74,177,171
"hsa-miR-663b ",1,1,0,4,0,0
"hsa-miR-664a-3p ",333,305,573,50,398,139
"hsa-miR-664a-5p ",101,166,80,354,76,109
"hsa-miR-664b-3p ",18,20,19,12,18,16
"hsa-miR-664b-5p ",0,2,2,13,2,7
"hsa-miR-665 ",183,373,129,191,65,203
"hsa-miR-668-3p ",7,13,11,3,11,1
"hsa-miR-671-3p ",74,126,86,140,55,159
"hsa-miR-671-5p ",47,101,43,455,26,115
"hsa-miR-6715a-3p ",1,0,0,0,0,0
"hsa-miR-6716-3p ",8,7,1,18,2,14
"hsa-miR-6720-3p ",26,25,22,40,19,47
"hsa-miR-6720-5p ",3,3,1,15,3,5
"hsa-miR-6724-5p ",4,9,3,29,1,9
"hsa-miR-6726-3p ",0,1,0,0,0,0
"hsa-miR-6728-5p ",0,0,0,1,0,1
"hsa-miR-6729-5p ",0,0,0,0,0,1
"hsa-miR-6730-3p ",0,0,0,1,0,0
"hsa-miR-6730-5p ",0,0,0,0,0,1
"hsa-miR-6732-3p ",1,3,0,0,0,0
"hsa-miR-6733-5p ",2,4,0,1,1,3
"hsa-miR-6734-3p ",3,1,0,1,1,1
"hsa-miR-6734-5p ",0,1,2,4,1,1
"hsa-miR-6735-3p ",0,1,0,2,1,1
"hsa-miR-6735-5p ",2,2,0,2,0,5
"hsa-miR-6736-5p ",2,0,1,1,1,0
"hsa-miR-6737-3p ",0,0,0,0,0,1
"hsa-miR-6739-3p ",0,0,0,0,1,3
"hsa-miR-6739-5p ",0,1,0,0,0,0
"hsa-miR-6741-3p ",0,2,2,1,1,0
"hsa-miR-6743-3p ",1,1,0,0,1,0
"hsa-miR-6746-3p ",0,0,0,1,0,0
"hsa-miR-6746-5p ",0,0,0,1,0,0
"hsa-miR-6747-3p ",0,0,0,2,0,0
"hsa-miR-675-3p ",0,0,1,3,0,4
"hsa-miR-675-5p ",1,0,1,11,0,0
"hsa-miR-6750-5p ",0,1,0,1,0,0
"hsa-miR-6753-3p ",0,0,0,0,0,1
"hsa-miR-6757-3p ",0,0,0,1,0,0
"hsa-miR-6757-5p ",1,0,0,1,0,2
"hsa-miR-6758-3p ",1,0,0,0,0,1
"hsa-miR-6759-5p ",0,0,0,1,0,0
"hsa-miR-676-3p ",1,1,0,0,4,7
"hsa-miR-6761-5p ",0,0,0,0,0,1
"hsa-miR-6762-3p ",0,0,0,1,0,0
"hsa-miR-6763-5p ",0,0,0,3,0,0
"hsa-miR-6764-5p ",3,2,0,0,0,2
"hsa-miR-6766-3p ",0,0,0,0,0,1
"hsa-miR-6766-5p ",0,0,0,0,0,1
"hsa-miR-6767-5p ",2,0,0,0,0,0
"hsa-miR-6769b-3p ",0,0,1,0,0,0
"hsa-miR-6770-3p ",0,1,0,0,0,1
"hsa-miR-6770-5p ",1,1,1,4,0,4
"hsa-miR-6772-3p ",0,1,0,0,4,2
"hsa-miR-6772-5p ",0,0,0,1,0,0
"hsa-miR-6775-3p ",0,2,1,3,0,1
"hsa-miR-6777-5p ",1,0,0,3,0,0
"hsa-miR-6779-5p ",0,1,0,1,0,0
"hsa-miR-6780a-5p ",0,0,0,0,1,1
"hsa-miR-6780b-3p ",0,0,1,1,0,1
"hsa-miR-6780b-5p ",0,1,0,0,0,0
"hsa-miR-6782-3p ",0,0,1,0,0,0
"hsa-miR-6783-3p ",0,0,1,1,0,0
"hsa-miR-6783-5p ",0,0,0,0,1,0
"hsa-miR-6784-3p ",1,0,0,1,0,0
"hsa-miR-6785-5p ",0,0,0,1,0,0
"hsa-miR-6786-3p ",1,6,1,0,0,0
"hsa-miR-6787-3p ",2,0,0,0,0,1
"hsa-miR-6787-5p ",0,1,0,0,0,0
"hsa-miR-6788-3p ",3,0,3,5,3,2
"hsa-miR-6788-5p ",0,0,2,1,0,0
"hsa-miR-6791-3p ",0,0,0,1,0,0
"hsa-miR-6793-5p ",0,0,0,0,0,1
"hsa-miR-6797-3p ",1,0,0,0,0,0
"hsa-miR-6797-5p ",0,1,0,0,0,0
"hsa-miR-6798-3p ",0,1,0,0,0,0
"hsa-miR-6800-3p ",0,0,0,0,0,1
"hsa-miR-6803-3p ",2,1,1,1,0,1
"hsa-miR-6806-3p ",0,1,0,1,1,1
"hsa-miR-6806-5p ",0,0,1,0,0,0
"hsa-miR-6807-5p ",1,0,0,1,1,0
"hsa-miR-6808-3p ",0,2,0,0,0,0
"hsa-miR-6809-3p ",0,0,0,0,0,1
"hsa-miR-6809-5p ",0,0,0,0,1,1
"hsa-miR-6811-5p ",0,0,0,0,0,1
"hsa-miR-6812-3p ",0,0,0,1,0,1
"hsa-miR-6813-3p ",0,0,0,1,0,0
"hsa-miR-6813-5p ",0,1,0,0,0,1
"hsa-miR-6814-5p ",1,0,0,0,0,0
"hsa-miR-6815-3p ",1,0,1,0,0,0
"hsa-miR-6815-5p ",0,2,1,0,1,0
"hsa-miR-6817-3p ",1,0,0,0,0,0
"hsa-miR-6818-3p ",0,0,0,0,0,1
"hsa-miR-6820-3p ",0,4,1,2,1,6
"hsa-miR-6821-5p ",0,0,0,1,0,0
"hsa-miR-6824-3p ",0,0,0,1,0,0
"hsa-miR-6826-5p ",0,2,1,0,0,0
"hsa-miR-6827-5p ",2,5,1,4,3,4
"hsa-miR-6830-3p ",1,0,1,0,0,0
"hsa-miR-6833-3p ",1,0,2,0,0,1
"hsa-miR-6836-3p ",1,0,0,0,0,0
"hsa-miR-6836-5p ",1,0,0,0,0,0
"hsa-miR-6837-3p ",2,0,0,2,0,0
"hsa-miR-6838-5p ",2,1,0,6,1,2
"hsa-miR-6839-5p ",2,1,0,2,1,4
"hsa-miR-6840-5p ",0,0,1,0,0,2
"hsa-miR-6842-3p ",5,0,1,22,4,12
"hsa-miR-6844 ",0,0,0,0,2,0
"hsa-miR-6850-5p ",0,0,0,0,0,1
"hsa-miR-6852-5p ",1,5,0,2,0,0
"hsa-miR-6854-3p ",1,3,3,3,1,2
"hsa-miR-6854-5p ",7,3,2,7,1,3
"hsa-miR-6855-3p ",0,0,0,1,0,0
"hsa-miR-6855-5p ",1,2,0,3,0,0
"hsa-miR-6857-3p ",0,2,0,0,0,2
"hsa-miR-6858-3p ",0,2,0,0,0,0
"hsa-miR-6858-5p ",0,0,0,1,0,0
"hsa-miR-6859-5p ",1,3,2,4,0,1
"hsa-miR-6861-5p ",1,0,0,0,0,0
"hsa-miR-6862-3p ",1,1,0,0,0,0
"hsa-miR-6862-5p ",0,0,1,2,0,2
"hsa-miR-6866-5p ",2,5,1,8,2,3
"hsa-miR-6868-3p ",0,0,0,0,1,0
"hsa-miR-6870-3p ",0,3,1,0,0,1
"hsa-miR-6873-3p ",5,3,1,5,1,1
"hsa-miR-6874-3p ",0,1,0,0,0,3
"hsa-miR-6874-5p ",0,0,0,0,0,1
"hsa-miR-6875-5p ",0,1,0,3,0,2
"hsa-miR-6876-3p ",0,0,0,1,0,0
"hsa-miR-6876-5p ",0,0,0,2,0,0
"hsa-miR-6877-5p ",0,1,0,2,0,0
"hsa-miR-6878-5p ",1,0,0,1,0,0
"hsa-miR-6879-3p ",0,0,0,0,0,1
"hsa-miR-6880-3p ",0,1,1,0,0,0
"hsa-miR-6882-3p ",0,1,2,0,0,0
"hsa-miR-6882-5p ",1,1,0,0,1,1
"hsa-miR-6883-3p ",0,1,0,3,0,0
"hsa-miR-6885-3p ",1,0,0,1,0,0
"hsa-miR-6886-3p ",0,0,0,0,1,0
"hsa-miR-6890-5p ",0,0,1,0,0,0
"hsa-miR-6892-5p ",1,2,0,1,0,0
"hsa-miR-6894-3p ",3,1,1,0,0,2
"hsa-miR-7-1-3p ",39,24,59,8,40,28
"hsa-miR-7-2-3p ",0,1,0,3,1,0
"hsa-miR-7-5p ",4623,4827,5166,1548,3282,9807
"hsa-miR-708-3p ",52,37,32,149,63,144
"hsa-miR-708-5p ",551,592,440,849,811,1204
"hsa-miR-7110-3p ",1,0,1,3,0,0
"hsa-miR-7111-3p ",0,1,0,1,0,0
"hsa-miR-7114-3p ",0,1,0,0,0,0
"hsa-miR-7114-5p ",0,0,0,0,0,3
"hsa-miR-7156-3p ",0,0,0,0,0,1
"hsa-miR-7156-5p ",0,0,0,0,1,0
"hsa-miR-744-3p ",12,14,9,8,11,9
"hsa-miR-744-5p ",1587,2187,1236,3981,983,2315
"hsa-miR-758-3p ",602,730,744,151,387,456
"hsa-miR-758-5p ",2,2,0,1,0,1
"hsa-miR-760 ",1,0,0,2,0,1
"hsa-miR-766-3p ",12,19,17,38,15,22
"hsa-miR-766-5p ",2,1,1,7,0,1
"hsa-miR-767-5p ",0,0,0,0,1,0
"hsa-miR-769-3p ",23,33,17,138,28,69
"hsa-miR-769-5p ",616,914,636,1933,698,1365
"hsa-miR-770-5p ",6,3,1,0,4,2
"hsa-miR-7704 ",5,17,4,33,0,13
"hsa-miR-7705 ",2,1,3,1,0,1
"hsa-miR-7706 ",47,62,40,125,38,142
"hsa-miR-7845-5p ",0,0,0,8,0,0
"hsa-miR-7851-3p ",1,0,1,2,0,1
"hsa-miR-7854-3p ",0,0,0,4,0,0
"hsa-miR-7974 ",14,20,7,24,16,142
"hsa-miR-7976 ",1,1,0,1,1,0
"hsa-miR-7977 ",0,0,0,0,0,1
"hsa-miR-874-3p ",28,27,16,179,18,41
"hsa-miR-874-5p ",7,5,6,12,1,2
"hsa-miR-877-3p ",1,2,2,10,2,6
"hsa-miR-877-5p ",12,13,9,43,3,38
"hsa-miR-885-3p ",1,0,0,0,0,0
"hsa-miR-885-5p ",0,0,0,0,0,2
"hsa-miR-887-3p ",2,8,5,83,4,18
"hsa-miR-887-5p ",1,0,0,0,0,0
"hsa-miR-888-5p ",1,0,0,0,1,0
"hsa-miR-889-3p ",637,622,926,44,562,284
"hsa-miR-889-5p ",6,3,5,5,1,4
"hsa-miR-891a-5p ",2,0,0,1,0,0
"hsa-miR-9-3p ",2,4,5,0,2,4
"hsa-miR-9-5p ",92,82,96,13,73,45
"hsa-miR-92a-1-5p ",17,14,17,71,18,97
"hsa-miR-92a-3p ",6011,5902,6975,2384,7487,8756
"hsa-miR-92b-3p ",1116,1243,1379,530,1185,1027
"hsa-miR-92b-5p ",9,24,7,49,11,18
"hsa-miR-93-3p ",22,34,27,101,25,68
"hsa-miR-93-5p ",5399,5821,4882,3833,3688,7458
"hsa-miR-933 ",1,1,1,4,1,5
"hsa-miR-934 ",0,0,0,0,0,1
"hsa-miR-935 ",0,0,0,0,1,6
"hsa-miR-937-3p ",0,1,2,3,0,1
"hsa-miR-937-5p ",0,0,0,0,0,1
"hsa-miR-938 ",0,0,0,0,0,1
"hsa-miR-939-5p ",2,0,0,7,0,0
"hsa-miR-940 ",2,7,7,21,5,13
"hsa-miR-941 ",676,809,638,1065,221,732
"hsa-miR-942-3p ",1,1,0,0,1,9
"hsa-miR-942-5p ",7,7,6,7,12,20
"hsa-miR-944 ",1,0,3,0,2,0
"hsa-miR-95-3p ",4,6,10,5,47,30
"hsa-miR-95-5p ",0,1,0,0,0,1
"hsa-miR-96-5p ",6,3,6,6,5,18
"hsa-miR-98-3p ",15,6,5,6,4,6
"hsa-miR-98-5p ",2680,2453,3906,1098,2219,2526
"hsa-miR-9901 ",0,0,0,5,1,0
"hsa-miR-9902 ",0,0,0,1,0,0
"hsa-miR-9903 ",10,10,5,8,6,15
"hsa-miR-9983-3p ",0,1,1,0,0,1
"hsa-miR-9985 ",2,2,1,1,1,4
"hsa-miR-99a-3p ",14,12,14,12,26,21
"hsa-miR-99a-5p ",86215,97230,86938,167034,229733,205545
"hsa-miR-99b-3p ",547,746,519,1016,344,988
"hsa-miR-99b-5p ",25439,30195,23740,38067,18205,36661
